title,director,cast,genres,revenue,vote_average,popularity
Fat Albert (2004),Joel Zwick,Kenan Thompson / Shedrack Anderson III / Jermaine Williams,Comedy / Drama / Family,0,4.3,7.157635
"Yours, Mine and Ours (1968)",Melville Shavelson,Lucille Ball / Henry Fonda / Van Johnson,Comedy / Drama / Family,0,6.2,2.094151
Kickboxer: Vengeance (2016),John Stockwell,Alain Moussi / Dave Bautista / Sara Malakul Lane,Action / Drama,0,4.5,6.526588
Why I Did (Not) Eat My Father (2015),Jamel Debbouze,Jamel Debbouze / Arié Elmaleh / Mélissa Theuriau,Adventure / Comedy / Animation,0,5.3,5.794466
Exotica (1994),Atom Egoyan,Bruce Greenwood / Mia Kirshner / Elias Koteas,Drama / Mystery,0,6.5,5.446832
Witchboard (1986),Kevin Tenney,Stephen Nichols / Tawny Kitaen / Todd Allen,Horror,0,5.9,7.151154
America's Sweethearts (2001),Joe Roth,Julia Roberts / Billy Crystal / Catherine Zeta-Jones,Comedy / Romance,0,5.5,10.698929
Ghost Dog: The Way of the Samurai (1999),Jim Jarmusch,Forest Whitaker / Cliff Gorman / Tricia Vessey,Crime / Drama,0,7.2,18.223139
The Medallion (2003),Gordon Chan,Jackie Chan / Lee Evans / Claire Forlani,Thriller / Fantasy / Action / Comedy,0,5.3,14.653718
Nine Queens (2000),Fabián Bielinsky,Ricardo Darín / Gastón Pauls / Leticia Brédice,Crime / Drama / Thriller,0,7.4,8.589355
The Gatekeepers (2012),Dror Moreh,Ami Ayalon / Avraham Shalom / Yaakov Peri,Documentary,0,6.5,2.828303
Legal Eagles (1986),Ivan Reitman,Robert Redford / Debra Winger / Daryl Hannah,Comedy / Crime / Drama / Romance / Thriller,0,5.8,7.519433
Rachel Getting Married (2008),Jonathan Demme,Anne Hathaway / Rosemarie DeWitt / Sebastian Stan,Drama,0,6.1,14.345428
In Her Line of Fire (2006),Brian Trenchard-Smith,Mariel Hemingway / David Keith / David Millbern,Drama / Action / Thriller,0,3.3,0.429587
Da Sweet Blood of Jesus (2014),Spike Lee,Felicia Pearson / Zaraah Abrahams / Elvis Nolasco,Thriller / Comedy / Romance,0,4.1,4.480579
The Incredibly True Adventure of Two Girls In Love (1995),Maria Maggenti,Laurel Holloman / Maggie Moore / Kate Stafford,Comedy / Drama / Romance,0,5.7,1.70819
Shotgun Stories (2007),Jeff Nichols,Michael Shannon / Glenda Pannell / Lynnsee Provence,Drama / Thriller,0,6.9,5.251143
On the Outs (2004),Lori Silverbush,Judy Marte / Paola Mendoza / Flaco Navaja,Drama,0,5.9,0.493223
The Motel (2005),Michael Kang,Jeffrey Chyau / Sung Kang / Jade Wu,Drama / Comedy,0,7.0,0.120505
Sugar Town (1999),Allison Anders,John Taylor / Michael Des Barres / Martin Kemp,Comedy,0,5.5,0.375423
Teeth and Blood (2015),none,Glenn Plummer / Michelle Van Der Water / Danielle Vega,Horror,0,3.0,0.055325
November (2004),Greg Harrison,Courteney Cox / James Le Gros / Michael Ealy,Drama / Mystery / Thriller,0,4.9,5.742359
Love and Other Catastrophes (1996),Emma-Kate Croghan,Matt Day / Matthew Dyktynski / Alice Garner,Comedy / Romance,0,5.8,0.619348
Amidst the Devil's Wings (2014),none,,Drama / Action / Crime,0,0.0,0.018087
American Desi (2001),Piyush Dinker Pandya,Kal Penn / Purva Bedi / Deep Katdare,Drama / Comedy / Romance,0,5.0,0.126304
Chuck & Buck (2000),Miguel Arteta,Mike White / Chris Weitz / Lupe Ontiveros,Comedy / Drama,0,5.7,0.812855
Better Luck Tomorrow (2002),Justin Lin,Parry Shen / Jason Tobin / Sung Kang,Crime / Drama,0,6.5,3.877036
Fighting Tommy Riley (2005),Eddie O'Flaherty,J.P. Davis / Eddie Jones / Christina Chambers,Action / Adventure / Drama,0,5.3,0.045429
Death Calls (2010),none,,,0,0.0,0.005883
Little Nicky (2000),Steven Brill,Adam Sandler / Patricia Arquette / Harvey Keitel,Comedy / Fantasy / Romance,0,5.2,18.335992
Some Guy Who Kills People (2011),Jack Perez,Kevin Corrigan / Barry Bostwick / Karen Black,Comedy / Horror / Thriller,0,5.7,2.733725
Graduation Day (1981),Herb Freed,Christopher George / Billy Hufsey / Patch Mackenzie,Horror,0,5.0,1.452199
Bizarre (2015),Étienne Faure,Pierre Prieur / Adrian James / Raquel Nave,Drama / Romance,0,6.2,0.583446
Anderson's Cross (2010),Jerome Elston Scott,Joanna Cassidy / Joyce Guy / Bill Moseley,Romance / Comedy / Drama,0,0.0,0.006323
Midnight Cabaret (1990),Pece Dingo,Lisa Hart Carroll / Michael Des Barres / Paul Drake,Horror,0,0.0,0.001389
Locker 13 (2014),Jason Marsden,Ricky Schroder / Jon Gries / Tatyana Ali,Horror / Drama / Thriller,0,6.8,1.905197
Evolution (2015),Lucile Hadzihalilovic,Max Brebant / Roxane Duran / Julie-Marie Parmentier,Mystery / Drama / Horror,0,6.4,3.300061
The Looking Glass (2015),John D. Hancock,Dorothy Tristan / Jace Casey / Jace Casey,,0,7.0,0.062979
Exam (2009),Stuart Hazeldine,Luke Mably / Adar Beck / Chris Carey,Thriller / Mystery,0,6.6,20.265518
The Sticky Fingers of Time (1997),Hilary Brougher,Terumi Matthews / Nicole Zaray / Belinda Becker,Science Fiction / Drama,0,4.8,0.130169
Sunday School Musical (2008),Rachel Goldenberg,Chris Chatman / Candise Lakota / Krystle Connor,Music,0,5.5,0.46049
Rust (2010),Corbin Bernsen,Corbin Bernsen / Frank Gallacher / Lloyd Warner,Drama,0,0.0,0.399491
Reality Show (2015),Adam Rifkin,Adam Rifkin / Kelley Menighan Hensley / Kendra Sue Waldman,,0,5.5,0.472123
Malevolence (2004),Stevan Mena,Samantha Dark / Heather Magee / Richard Glover,Crime / Horror / Thriller,0,4.9,1.077321
Call + Response (2008),Justin Dillon,,Documentary,0,8.0,0.062089
The Business of Fancydancing (2002),Sherman Alexie,Evan Adams / Michelle St. John / Gene Tagaban,Music / Drama,0,8.0,0.06104
Middle of Nowhere (2012),Ava DuVernay,David Oyelowo / Maya Gilbert / Sharon Lawrence,Drama,0,6.6,2.836537
Short Cut to Nirvana: Kumbh Mela (2004),none,,,0,0.0,0.004998
RED 2 (2013),Dean Parisot,Bruce Willis / Catherine Zeta-Jones / Anthony Hopkins,Action / Comedy / Crime / Thriller,0,6.4,44.34333
The Pink Panther (2006),Shawn Levy,Steve Martin / Kevin Kline / Jean Reno,Action / Comedy / Crime / Mystery / Family,0,5.6,25.450534
Déjà Vu (1998),Henry Jaglom,Stephen Dillane / Victoria Foyt / Vanessa Redgrave,Romance / Drama,0,8.0,0.605645
Urbania (2000),Jon Matthews,Dan Futterman / Matt Keeslar / Samuel Ball,Romance / Drama,0,5.2,0.065155
Western Religion (2015),James O'Brien,Peter Shinkoda / Merik Tadros / Peter Sherayko,Western,0,0.0,0.58954
Along the Roadside (2013),Zoran Lisinac,Michael Madsen / Iman Crosson / Lazar Ristovski,Romance / Comedy / Music,0,7.7,0.166655
Little Big Top (2006),none,Sid Haig / Richard Riehle / Mel England,Comedy,0,10.0,0.0921
Mighty Joe Young (1998),Ron Underwood,Charlize Theron / Rade Serbedzija / Bill Paxton,Action / Adventure / Family / Fantasy,0,5.9,6.643778
Give Me Shelter (2014),Kristin Rizzo,Katie Cleary / Robert Davi / Carole Davis,Documentary,0,0.0,0.278981
Horse Camp (2015),Joel Paul Reisig,Jordan Trovillion / Dean Cain / Sherryl Despres,Family / Drama,0,5.5,0.172299
The Frozen (2012),Andrew Hyatt,Brit Morgan / Noah Segan,Horror / Thriller,0,4.2,1.084387
UnDivided (2013),none,,,0,0.0,0.010607
Butterfly (1982),Matt Cimber,Stacy Keach / Pia Zadora / Orson Welles,Crime / Drama,0,5.0,1.063615
The Christmas Bunny (2010),Tom Seidman ,Sophie Bolen / Madeline Vail  / Colby French,Drama / Family,0,5.7,0.065103
Ink (2009),Jamin Winans,Chris Kelly / Jessica Duffy / Quinn Hunchar,Action / Fantasy,0,6.4,5.217002
Royal Kill (2009),Babar Ahmed,Pat Morita / Eric Roberts / Gail Kim,Action / Thriller,0,2.8,1.088501
Nothing But a Man (1964),Michael Roemer,Ivan Dixon / Abbey Lincoln / Julius Harris,Drama,0,7.0,0.008453
Baghead (2008),Jay Duplass,Ross Partridge / Steve Zissis / Greta Gerwig,Drama / Comedy / Horror,0,5.8,3.299345
Born to Fly: Elizabeth Streb vs. Gravity (2014),Catherine Gund,Elizabeth Streb / Fabio Tavares / Sarah Callan,Documentary,0,5.0,0.069244
Roadside (2013),Eric England,Ace Marrero / Katie Stegeman,Horror / Drama,0,4.2,0.160234
As It Is in Heaven (2004),Kay Pollak,Michael Nyqvist / Frida Hallgren / Helen Sjöholm,Romance / Drama / Comedy / Music,0,6.9,4.321249
Metropolitan (1990),Whit Stillman,Edward Clements / Chris Eigeman / Taylor Nichols,Comedy / Drama,0,7.0,1.014966
Rise of the Entrepreneur: The Search for a Better Way (2014),none,,,0,8.0,0.052942
Mutual Friends (2014),Matthew Watts,Caitlin Fitzgerald / Cheyenne Jackson / Peter Scanavino,,0,0.0,0.136721
Poultrygeist: Night of the Chicken Dead (2006),Lloyd Kaufman,Jason Yachanin / Kate Graham / Allyson Sereboff,Horror / Comedy,0,5.9,3.905877
Diamond Ruff (2015),none,,,0,2.4,0.165257
Straight Out of Brooklyn (1991),Matty Rich,,Drama,0,4.3,0.161517
The Toxic Avenger (1984),Lloyd Kaufman,Mitch Cohen / Andree Maranda / Jennifer Prichard,Science Fiction / Action / Comedy / Horror,0,6.3,6.672008
The Little Ponderosa Zoo (2014),none,,,0,2.0,0.073079
Rodeo Girl (2016),Joel Paul Reisig,Kevin Sorbo / Sophie Bolen / Derek Brandon,Family,0,5.5,0.087574
Sisters in Law (2005),Kim Longinotto,,Documentary,0,7.3,0.025211
The Sound and the Shadow (2014),Justin Paul Miller,Joseph E. Murray / Alex Anfanger / Rhomeyn Johnson,Thriller / Comedy / Mystery,0,0.0,0.072359
Alleluia! The Devil's Carnival (2016),Darren Lynn Bousman,Terrance Zdunich / Paul Sorvino / Marc Senter,Music / Horror,0,6.0,0.674398
Fight to the Finish (2016),Warren Sheppard,Jennifer Hale / Evan Hannemann / Tonya Kay,Romance / Action,0,5.2,0.251828
El Rey de Najayo (2012),Fernando Baez Mella,Manny Pérez / Luz Garcia / Sergio Carlo,Crime / Drama,0,0.0,0.080105
Enter Nowhere (2011),Jack Heller,Katherine Waterston / Scott Eastwood / Sara Paxton,Mystery / Science Fiction / Thriller,0,6.5,3.637857
Subconscious (2015),Georgia Hilton,Tim Abell / Naomi Brockwell / Aleisha Force,Action / Thriller / Mystery,0,3.4,0.397323
Girls Gone Dead (2012),Michael Hoffman Jr.,Katie Peterson / Shea Stewart / Brandy Whitford,Horror / Comedy,0,3.5,1.600171
Now Is Good (2012),Ol Parker,Dakota Fanning / Jeremy Irvine / Kaya Scodelario,Drama / Romance,0,7.3,14.142073
The Outrageous Sophie Tucker (2014),William Gazecki,,,0,0.0,0.021419
Everything Put Together (2001),Marc Forster,Radha Mitchell / Megan Mullally / Catherine Lloyd Burns,Drama,0,5.0,0.046903
Dogtown and Z-Boys (2001),Stacy Peralta,Sean Penn / Jay Adams / Henry Rollins,Documentary,0,7.2,3.291609
Quinceañera (2006),Richard Glatzer,Emily Rios / Jesse Garcia / Chalo González,Drama,0,7.0,0.034135
Gory Gory Hallelujah (2003),Sue Corcoran,,,0,1.0,0.033883
I Want Your Money (2010),none,,Documentary,0,3.8,0.084344
Pierrot le Fou (1965),Jean-Luc Godard,Jean-Paul Belmondo / Anna Karina / Graziella Galvani,Drama / Thriller,0,7.6,7.791898
3 Backyards (2010),Eric Mendelsohn,Edie Falco / Embeth Davidtz / Elias Koteas,Drama,0,4.8,0.17817
Wendy and Lucy (2008),Kelly Reichardt,Michelle Williams / Will Patton / Will Oldham,Drama,0,6.4,0.713906
Old Joy (2006),Kelly Reichardt,Daniel London / Will Oldham / Tanya Smith,Drama,0,6.3,1.673208
The Big Swap (1998),Niall Johnson,Mark Adams / Mark Caven / Allison Egan,,0,0.0,0.627763
Pieces of April (2003),Peter Hedges,Katie Holmes / Derek Luke / Patricia Clarkson,Comedy / Drama,0,6.4,4.270596
When the Cat's Away (1996),Cédric Klapisch,Garance Clavel / Zinedine Soualem / Renée Le Calm,Comedy,0,6.1,1.410387
Rotor DR1 (2015),Chad Kapper,Christian Kapper / Natalie Welch / Tom E. Nicholson,Science Fiction / Family,0,4.7,0.249561
51 Birch Street (2006),Doug Block,Carol Block / Doug Block / Ellen Block,Documentary,0,6.8,0.049921
American Ninja 2: The Confrontation (1987),Sam Firstenberg,Michael Dudikoff / Steve James / Larry Poindexter,Action / Adventure / Drama,0,4.9,5.061107
Censored Voices (2015),Mor Loushy,Amos Oz,History / Documentary,0,5.1,0.59458
Top Cat Begins (2015),Andrés Couturier,Jason Harris / David Hoffman / Bill Lobley,Comedy / Animation,0,5.3,0.719996
Trekkies (1997),Roger Nygard,Denise Crosby / Barbara Adams / Majel Barrett,Documentary,0,6.3,2.77754
Inspector Gadget (1999),David Kellogg,Matthew Broderick / Rupert Everett / Joely Fisher,Action / Adventure / Comedy / Family,0,4.3,17.561955
Cries and Whispers (1972),Ingmar Bergman,Harriet Andersson / Ingrid Thulin / Kari Sylwan,Drama,0,7.8,11.347855
Show Me (2004),Cassandra Nicolaou,Michelle Nolden / Katharine Isabelle / Kett Turton,Drama / Thriller,0,5.6,0.231297
Fabled (2002),none,,Drama / Mystery / Thriller,0,0.0,0.003352
The Dark Hours (2005),Paul Fox,Kate Greenhouse / Aidan Devine / Gordon Currie,Horror / Science Fiction / Thriller,0,5.5,1.428483
Anna and the King (1999),Andy Tennant,Jodie Foster / Chow Yun-fat / Bai Ling,Drama / History / Romance,0,6.4,13.327372
The Beyond (1981),Lucio Fulci,Catriona MacColl / David Warbeck / Cinzia Monreale,Horror,0,6.6,8.022122
Love in the Time of Monsters (2014),Matt Jackson,Kane Hodder / Doug Jones / Gena Shaw,Horror / Comedy,0,5.0,0.133619
Super Hybrid (2010),Eric Valette,Shannon Beckner / Oded Fehr / Ryan Kennedy,Horror,0,4.6,4.009379
American Beast (2014),Livingston Oden,Armin Habibovich / Victoria Lachelle / Livingston Oden,Horror,0,0.0,0.018716
"Sex, Lies, and Videotape (1989)",Steven Soderbergh,Andie MacDowell / Peter Gallagher / James Spader,Drama,0,6.7,10.869492
Bending Steel (2013),Dave Carroll,,Documentary,0,5.0,0.048726
The Legend of God's Gun (2007),Mike Bruce,Robert Bones / Kirpatrick Thomas / Dave Koenig,Action / Western,0,0.0,0.003582
The Exploding Girl (2009),Bradley Rust Gray,Zoe Kazan / Mark Rendall / Maryann Urbano,Drama / Romance,0,6.4,0.611081
"Run, Hide, Die (2015)",Collin Joseph Neal,Alison Monda / Alicia Mendez / Ivey Bronwen,Thriller / Horror,0,3.5,0.595809
Raymond Did It (2011),Travis Legge,Kyle Hoskins / Elissa Dowling / Linda Cieslik,Horror,0,3.2,0.160779
Dawn of the Crescent Moon (2014),Kirk Loudon,Barry Corbin / Brooke Coleman / Kurt Cole,Thriller / Drama / Science Fiction,0,2.0,0.049469
Smiling Fish & Goat On Fire (1999),Kevin Jordan,Derick Martini / Amy Hathaway / Steven Martini,Comedy / Romance,0,7.0,0.00734
George Washington (2000),David Gordon Green,Candace Evanofski / Donald Holden / Damian Jewan Lee,Drama,0,6.4,2.058834
A True Story (2013),Malcolm Goodwin,Katrina Bowden / Jon Gries / Malcolm Goodwin,Comedy,0,6.8,0.970351
This Is Martin Bonner (2013),Chad Hartigan,Paul Eenhoorn / Richmond Arquette / Sam Buchanan,Drama,0,6.6,0.76368
The Image Revolution (2013),Patrick Meaney,Todd McFarlane / Rob Liefeld / Jim Lee,Documentary,0,5.7,0.54562
The Call of Cthulhu (2005),Andrew Leman,Matt Foyer / John Bolen / Ralph Lucas,Horror / Thriller / Fantasy,0,6.9,1.777148
The FP (2011),Brandon Trost,Jason Trost / Lee Valmassy / Art Hsu,Comedy,0,4.5,0.838957
Counting (2015),Jem Cohen,,Documentary,0,8.3,0.293587
The Naked Ape (2006),Daniel Mellitz,Josh Wise / Chelse Swain / Sean Shanks,Drama / Comedy / Family,0,5.0,0.077577
Hayride (2012),Terron R. Parsons,Richard Tyson / Sherri Eakin / Jeremy Ivy,Thriller / Horror,0,5.1,0.412342
Gabriela (1983),Bruno Barreto,Sônia Braga / Marcello Mastroianni / Antonio Cantafora,Drama / Romance,0,6.0,0.557602
The Dirties (2013),Matt Johnson,Matt Johnson / Owen Williams / Krista Madison,Drama,0,6.0,0.833937
The Brothers McMullen (1995),Edward Burns,Shari Albert / Maxine Bahns / Catharine Bolz,Comedy / Drama / Romance,0,6.3,1.578903
Absentia (2011),Mike Flanagan,Katie Parker / Courtney Bell / Morgan Peter Brown,Mystery / Horror / Thriller,0,5.8,6.328665
Supporting Characters (2012),Daniel Schechter,Alex Karpovsky / Tarik Lowe / Arielle Kebbel,Drama / Comedy,0,6.7,0.620554
Tiger Orange (2014),Wade Gasque,Mark Strano / Frankie Valenti / Johnny Hazzard,Drama,0,6.4,0.176377
The Brain That Wouldn't Die (1962),Joseph Green,Jason Evers / Virginia Leith / Doris Brent,Horror / Science Fiction,0,4.4,2.407048
Mutual Appreciation (2005),Andrew Bujalski,Justin Rice / Rachel Clift / Andrew Bujalski,Drama / Comedy,0,6.1,0.123068
Her Cry: La Llorona Investigation (2013),Damir Catic,Nichole Ceballos / James Ezrin / Everardo Guzman,Horror,0,0.0,0.056459
Pink Narcissus (1971),James Bidgood,Bobby Kendall / Donald L. Brooks / Charles Ludlam,Drama / Romance,0,6.0,0.027811
In the Company of Men (1997),Neil LaBute,Aaron Eckhart / Stacy Edwards / Matt Malloy,Comedy / Drama,0,6.8,2.634007
Shanghai Calling (2012),Daniel Hsia,Daniel Henney / Eliza Coupe / Bill Paxton,,0,5.7,0.857008
"Signed, Sealed, Delivered (2013)",Scott Smith,Eric Mabius / Kristin Booth / Crystal Lowe,Comedy / Drama / Romance / TV Movie,0,7.0,1.444476
Newlyweds (2011),Edward Burns,Edward Burns / Kerry Bishé / Marsha Dietlein,Comedy / Romance,0,5.9,0.642552
Cavite (2005),Neill Dela Llana,,Foreign / Thriller,0,7.5,0.022173
Bang (1995),Ash Baron-Cohen,Darling Narita / Peter Greene / Michael Newland,Drama,0,6.0,0.918116
Sanctuary: Quite a Conundrum (2012),Thomas L. Phillips,Sasha Ramos / Erin Cline / Emily Rogers,Thriller / Horror / Comedy,0,0.0,0.166513
On The Downlow (2004),Tadeo Garcia,Tony Sancho / Michael Cortez / Donato Cruz,Drama,0,6.0,0.029757
Tin Can Man (2007),Ivan Kavanagh,Michael Parle / Emma Eliza Regan / Patrick O'Donnell,Horror,0,2.0,0.332679
The Circle (2000),Jafar Panahi,Nargess Mamizadeh / Maryiam Palvin Almani / Mojgan Faramarzi,Drama / Foreign,0,6.6,1.193779
Clean (2004),Olivier Assayas,Maggie Cheung / Nick Nolte / Béatrice Dalle,Drama,0,6.7,1.464566
All Superheroes Must Die (2011),Jason Trost,Jason Trost / Lucas Till / James Remar,Science Fiction / Thriller,0,4.2,3.545991
Breaking Upwards (2009),Daryl Wein,Zoe Lister-Jones / Daryl Wein / Julie White,Comedy / Romance,0,5.6,0.67457
Stories of Our Lives (2014),Jim Chuchu,Louis Brooke / Allan Bryan Weku / Judy Gichohi,Drama,0,0.0,0.327794
The Puffy Chair (2005),Jay Duplass,Mark Duplass / Katie Aselton / Rhett Wilkins,Drama / Comedy / Romance,0,6.2,1.243955
Backmask (2015),Marcus Nispel,Stephen Lang / Kelly Blatz / Brittany Curran,Thriller / Horror,0,4.7,3.619167
Flywheel (2003),Alex Kendrick,Alex Kendrick,Drama / Family,0,6.8,1.048524
Dry Spell (2013),Travis Legge,Suzi Lorraine / Jared Degado / Heather Dorff,Comedy / Romance,0,6.0,0.048948
Dutch Kills (2015),Joseph Mazzella,R.L. Mann / Tama Filianga / Mikaal Bates,Thriller / Crime / Drama,0,0.0,0.038143
Slacker (1990),Richard Linklater,Richard Linklater / Mark James,Comedy,0,6.4,3.320622
Rampage (2009),Uwe Boll,Brendan Fletcher / Shaun Sipos / Michael Paré,Action / Drama / Crime / Thriller,0,6.0,7.101197
Manito (2002),Eric Eason,Franky G / Leo Minaya / Manuel Cabral,Drama,0,5.5,0.039264
Happy Christmas (2014),Joe Swanberg,Anna Kendrick / Melanie Lynskey / Mark Webber,Comedy / Drama,0,5.2,7.052422
The Lovers (2015),Roland Joffé,Josh Hartnett / Simone Kessell / Tamsin Egerton,Action / Adventure / Science Fiction / Romance,0,4.8,2.418535
The Case of the Grinning Cat (2004),Chris Marker,,Documentary,0,7.7,0.092562
The World Is Mine (2015),Nicolae Constantin Tanase,Ana Maria Guran / Iulia Ciochina / Oana Rusu,Drama,0,0.0,0.327622
Aroused (2013),Deborah Anderson,Lisa Ann / Kayden Kross / Belladonna,Documentary,0,7.2,2.557258
Antarctic Edge: 70° South (2015),Dena Seidel,,Documentary,0,0.0,0.021392
A Charlie Brown Christmas (1965),Bill Melendez,Ann Altieri / Chris Doran / Sally Dryer,Animation / Family / Comedy / TV Movie,0,7.5,8.701183
Heroes of Dirt (2015),Eric Bugbee,Joel Moody / William Martinez / Vivienne VanHorn,Action / Drama,0,0.0,0.076647
When the Lights Went Out (2012),Pat Holden,Kate Ashfield / Jo Hartley / Martin Compston,Thriller / Drama / Horror,0,5.8,2.805351
The Horse Boy (2009),Michel O. Scott,Simon Baron-Cohen / Temple Grandin / Roy Richard Grinker,Documentary,0,5.5,0.465404
The Woman Chaser (1999),Robinson Devor,Patrick Warburton / Eugene Roche / Ron Morgan,Drama,0,4.9,0.619979
Volcano (1997),Mick Jackson,Tommy Lee Jones / Anne Heche / Gaby Hoffmann,Science Fiction / Action / Drama / Thriller,0,5.2,19.836124
Perfect Cowboy (2014),Ken Roht,Ken Roht / Jeffrey Watkins / William Nicol,Drama,0,5.0,0.050978
Arthur Christmas (2011),Barry Cook,James McAvoy / Hugh Laurie / Bill Nighy,Drama / Animation / Family / Comedy,0,6.7,19.83683
Butterfly Girl (2014),Cary Bell,,Documentary,0,0.0,0.015189
Queen Crab (2015),Brett Piper,Michelle Simone Miller / Kathryn Metz / A.J. DeLucia,Science Fiction,0,3.3,0.140989
She's Gotta Have It (1986),Spike Lee,Tracy Camilla Johns / Tommy Redmond Hicks / John Canada Terrell,Comedy / Romance,0,6.1,6.722213
Archaeology of a Woman (2014),Sharon Greytak,Sally Kirkland / Victoria Clark / James Murtaugh,Drama,0,0.0,0.254659
H. (2014),Rania Attieh,Robin Bartlett / Rebecca Dayan / Will Janowitz,Thriller / Drama / Science Fiction,0,6.5,1.045623
Theresa Is a Mother (2015),Darren Press,Edie McClurg / C. Fraser Press / Richard Poe,Music / Comedy / Drama,0,0.0,0.036532
